original_hm,target
"Last week when I went shopping found the last marked down chicken, at a very good clearance price, which meant we could have grilled chicken!",enjoy_the_moment
I got my bff to stop yelling at me all the time because her boyfriend is a dick,bonding
Something that made me happy in the past month was when I received a bouquet of flowers. ,enjoy_the_moment
Made love to my wife.,affection
Received a free pizza for answering a survey.,achievement
I took an extended lunch break yesterday and met up with an old friend to catch up on our lives and hear about his new home and children.,bonding
past 2 months my lover accept my love proposal. she is a very cute girl. now i loved with my lover.,affection
Getting a good nights sleep before work.,enjoy_the_moment
"I got the news of my promotion to a higher post.
",achievement
I completed a long pending task. I was feeling free after a long time.,achievement
"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!",affection
I went to see a really good movie.,enjoy_the_moment
A neighbour told me that Joshua is doing well.,bonding
"My favorite pair of socks were waiting for me, clean when I opened my sock drawer this morning.",enjoy_the_moment
1 MONTH BEFORE WE GO TO SHOPPING AND I PURCHASE LOT OF ITEMS BUT MY HUSBAND TAKE ME TO MY FAVORITE HOTEL AND GIFT ME DIAMOND RING BECAUSE MY HUSBAND GOT PROMOTION. ,affection
I found a cool shirt for my girlfriend that she enjoyed.,affection
I went for a walk on the marina with my husband.,affection
My husband picked me a bouquet of flowers and wrote me a cute note.,affection
My son surprised me by cleaning the bathroom.,affection
"Had a good brunch with my husband and in-laws, which involved waiting in line for 2 hours but we met several interesting people in line and had conversations with them.",affection
I opened the door to check what the temperature felt like and felt the warm weather which felt very nice.,nature
My husband washed the dishes after dinner without me even asking or saying a word. ,affection
My toddler son climbed into my lap to share my breakfast.,affection
An event that happened this morning that made me happy was going to my Mother's home and having a cup of tea with her.,affection
My boss complimented my recent work.,achievement
I was able to enjoy a nice pleasant dinner with my family last night at the olive garden.,affection
i passed publix examination first class so i am very happy,achievement
I was happy when my favorite cousin told me that she sold her house and found a great affordable apartment nearby.  ,affection
I got the news of my promotion to a higher post.,achievement
ENJOY WITH FAMILY,affection
I got a brand new car!,achievement
Today I went to my Grandma's house and played with my childhood dog!,affection
I had fun telling my daughter her bedtime story and getting her laughing and smiling.,affection
I played terraria with my girlfriend for a couple hours :),affection
Finally getting my air conditioner fixed,achievement
BIG.I AM SO MUCH HAPPY IN PAST 3 MONTHS.,enjoy_the_moment
"I bought a scratch-off lottery ticket at the gas station, and won $5.",achievement
Something was on sale 50% off that I wanted to buy!,enjoy_the_moment
My friend bought me a coffee.,bonding
I saw the movie Beauty and Beast with my friends and we had a great day.,bonding
"Today my mother cooked a new dish that she never ever tried it before she cooked it.She was working on it for about 2 hours and finally when I was hungry, the dish got ready to be served.When I ate it I felt that I was eating something from costly dish from international level restaurant.Wow,the dish was really amazing I was very happy to start the day with the new dish.",affection
"I got to eat taco bell for lunch, and I love taco bell.",leisure
I am moving soon and have been finding so many childhood treasures in old boxes that were stored in my basement.,enjoy_the_moment
Getting birthday texts from people whom I like very much surprise. Good surprise.,bonding
I have my evening free since I didn't have to go to one of my jobs or go to a club meeting that I normally have every week.,leisure
I was happy the day I met my boyfriend.,affection
I went to Disneyland.,leisure
My son's joy at some grass he is growing in a cup from his kindergarten orientation makes me happy.,affection
"I was wanting to buy some new jeans, but felt I shouldn't spend $30.00 on another pair.  I was walking in a parking lot and happened to look down - there was a $20.00 bill!  I picked it up and went to the store and bough my new jeans!
",achievement
I had a dinner party at my house last evening with friends and family.,affection
Played a video game for an hour without being interrupted.,leisure
I found some apple pie at the store that I like.,achievement
Last month I have achieved my target in my job much before the stipulated time.,achievement
I went shopping for new clothes for the summer.,leisure
I had a very good latte at a coffee shop.,enjoy_the_moment
My friend gave me some Ooty home-made chocolates yesterday. I enjoyed eating them instead of dinner.,bonding
I spent a simple evening with my husband watching a TV show and caressing his hair while doing so.,affection
My son earned his driver license on the first try after I had been practicing with him for a year.,achievement
My wife told me she loves me. ,affection
After an illegal eviction me and my fiance found an apartment in a limited amount of time that suited us and was affordable.,affection
I went on a trip to Goa with my friends and had a great time there.,bonding
I put up a new shelf and the kitchen is way more spacious because of it.,achievement
I got a coupon at work for a free lunch.,achievement
My wife played a video game with me and we reached a milestone.,affection
"When I was mad at my mom, I went outside and sang an angry song over and over until I felt better, instead of just hiding and crying like I normally do.",affection
One event that made me happy was when a co-worker scoffed at me because I was able to leave early and I stood my ground against them.,achievement
My husband left the job he hated and found one he loved.,affection
Talking to my mother on the phone,affection
I felt extra flexible today and was able to push into a deeper pose like I was Gumby.,exercise
I successfully made a meal from a Blue Apron delivery box,achievement
My friend and I took a long walk.,bonding
I was happy when we finished our taxes ,achievement
Snuggling with my cat,affection
I enjoyed having dinner with my coworkers. ,bonding
"I bought a new phone, it's top of the line and it's really expensive and I was saving for it for a long time and I felt happy to finally able to purchase it and use it.",achievement
"I went to Scottsdale, Arizona to visit my grandson for a weekend.  I live in Dallas, Texas.  We went to have dinner at our favorite restaurant.  We also went to a butterfly museum.",affection
I found out my sister got engaged,affection
my boyfriend ordered me a brand new galaxy s8.,affection
My Daughter got recovered from a problem. That was great relief and happiest moment for me in the last month. I thank God for that and am grateful to him.,affection
Made dinner at home with my girlfriend.,affection
"I went on vacation to Myrtle Beach with my family, it was very relaxing.",affection
Last week my boss give me promotion and its increase my salary with bonus its happiest moment for me.,achievement
I booked at vacation for the end of this month.  ,leisure
"I have a chronic health condition and no insurance, but I finally went to the doctor and was given a new medication that is making me feel much better.",achievement
Receiving two awards for my hard work in school.,achievement
I found out that I had a little bit more money than I thought I had.,achievement
"I got to talk to my mother on the phone last night, we hadn't spoke in a while and it was needed.",affection
Eating a BBQ pizza from Little Ceasars.,enjoy_the_moment
i attended my cousin marriage party and can see all my family members after a long time,affection
My grandmother visited my house,affection
Finished the semester today and aced majority of my tests! Awesome.,achievement
Made some unexpected money and could pay off a bill. ,achievement
Drinking a cup of coffee.,leisure
My youngest son hit the winning shot in his travel basketball game after having a very difficult first half that I could see was effecting him negatively.,affection
"My son got a job offer when attending the job fair at school, many of the employers were impressed with his JROTC uniform. ",affection
"Today at work, I sold a big ticket item in which I will receive a commission, it made me happy to know I have what it takes to make a big sale.",achievement
My wife genuinely apologized for yelling at me and admitted a mistake she made. That almost never happens.,affection
"My family had several get togethers for birthdays and holidays, and I got to spend precious time with those I love.",affection
Completed the itinerary for my road trip by hashing it out with my girlfriend.,affection
"My wife got to take a nap in the middle of the day, which she really deserved.",affection
"An event that made me happy in the past 3 months was when me and my boyfriend were fighting and my best friend offered me to come stay at her house and live there if I needed to, she lives with her boyfriend and she didn't have to do that for me but she was willing to have me move into her house just because my boyfriend wanted to not live together anymore. I didn't end up going to live with her, but that whole weekend I stayed over there and she talked with me the whole weekend and bought a bunch of junks and movies and helped me through it. That made me so happy, and realize that I have such a great best friend and I don't know what I would do without her.",affection
We are cooking a huge amount of my favorite food.,enjoy_the_moment
abc season end show will be good to watch,leisure
My baby started crawling today. ,affection
Cooking dinner for my wife.,affection
"The moment my husband made the final payment on the last of our credit card debt made me extremely happy because the stress of being in debt was gone.

",achievement
I flew in a microlight aircraft and did a lot of aerobatics.,achievement
I found out that an expensive car repair I was dreading was covered under factory warranty.,achievement
I found out that one of the stocks I own is worth way more than I thought it would be by this point.,achievement
Made me happy to see RIT asking people what makes us happy.,enjoy_the_moment
I am happy to move into a bigger place with more room and area for the kids to play and everyone have their own space.,achievement
"Something that made me happy today was the fact I played a fun game with my family, and it made me happy because it combined the pleasurable experience of spending time with loved ones with the cerebral thrill of competition and strategy.",affection
"Getting accepted into my state's selective leadership program, which was competitive, with a complete scholarship.",achievement
I found out my job is going to keep me and so I didn't have to worry about being let go in July.  ,achievement
Finally finding and purchasing an item online that I've been looking for for awhile.,achievement
MY BEST FRIEND BIRTHDAY PARTY,bonding
"While eating out at a restaurant, an older couple complimented my husband and I on our daughter and our parenting.",affection
The Diamondbacks won and hit four homers in a baseball game I went to.,leisure
My family and I sat down and watched one of our favorite movies together. We laughed as we watched and talked about parts of the movie. It was a really fun time. ,affection
On 10th May 2017 I went to that temple at mid day and saw 50 poor persons ate that free meals with full satisfaction and glorious smiles by my donation.  I felt so happy on seeing this scene.   Really we can see the GOD in the smile of a poor.,enjoy_the_moment
I visited my sister's house.,affection
MY BOY FRIEND LOVE FEELINGS ,affection
Spent a few hours with a woman I like a lot.,affection
My son and I talked to a 91-year-old woman who was so happy to see a 9-month old at the grocery store.,affection
One of my favorite bands released new music for the first time in years. ,enjoy_the_moment
Spending time with my son,affection
I went to a friend's wedding.,bonding
MY SISTER'S MARRIAGE FUNCTION,affection
I made $20 in one day on Amazon Mechanical Turk.,achievement
I went to the craft store and was able to find all the supplies I needed for my next sewing project.,achievement
"My daughters played dress up last night, and really had fun and got along with each other without making a disastrous mess!",affection
I was able to go outside and enjoy the sunshine after about a week of rainy weather.,nature
I was able to take off work to go to Detroit and spend Easter with my family.,affection
I hit a long range shot into my wastebasket with a rolled up piece of paper. ,achievement
I got a grade back online on a quiz I had thought I failed. However I received an A.,achievement
My daughter's good grades made me happy because she worked really hard this past term and was struggling in math,affection
My family and I donated several bags of clothes.,affection
i met my old friends after 5 years.we all had a talk for half a day.we played football like my old days.,bonding
My younger brother got a full ride to the University of Arizona.,affection
Fixed my truck myself when I thought it would be an expensive mechanic fix,achievement
When I got my first intership program in a well reputed company,achievement
I petted a cat,affection
I celebrated my birthday with my family.  They let me do my favorite things during the day and then we had a family dinner with cake.,affection
I found a new TV show that I really love. I haven't had a TV show I care about for like a year or so.,leisure
My mother came and spent the night at our house.,affection
ate a great steak,enjoy_the_moment
"I had a grand daughter who is three years old. Today when she was going to her play school I asked, should I come with her.  She told me that you are not able to walk as you are old. Her innocent remarks made me feel very happy.",affection
I exercised when I  woke up and it felt wonderful to feel energized in the morning. ,exercise
My son slept in until 8am this morning. This made me happy because he usually wakes up at 5am. ,affection
"Another happy moment i had was when i found out i was accepted into pharmacy school, i was ecstatic because i have been working at this for so long.",achievement
I went to the doctor two weeks ago for my first ultrasound and saw my 10-week-old embryo and got pictures to take home. ,affection
I booked my ticket for my sister's wedding in the summer today.,affection
"I managed to completely pay off a credit card I have owed money to for a while, a very satisfying feeling.",achievement
My son hit the game winning base hit in his little league game 3 weeks ago.  I remember being on the pitchers mound and watching him make contact with the ball.  It was a feeling of pure bliss when he ran up to me after the game with a big hug.,affection
I celebrated my friend's birthday with her.,bonding
I had went over to my grandmothers house and she cooked the most delicious dinner.,affection
About 4 weeks ago I got a new camera lens and it has enabled me to take some really nice photos because of its great quality in low light conditions.,leisure
An event that happened in the past 24 hours was watching my long time girlfriend finally graduate college and get her BA degree from a good school.,affection
I went for a trip.,leisure
"My ex-wife and me worked out arrangements so that my daughter could fly out to California to spend my 40th birthday with me.  I bought tickets so that she could fly out, and booked a hotel at Disneyland for my family.",affection
"After much hassle, I was finally able to hook up my XM radio in my camper.",achievement
I set up a date with someone I connected with on Tinder.,bonding
When my kids were going to bed they both gave me a kiss and a hug and told me that they loved me.  They are teens now so I hope it will last.,affection
"I was reading a message board post online, and the story being told ended up being a joke and it was funny.",enjoy_the_moment
"The last week I went out of Milan (the city where I live) to go in a small village to a job interview. I was happy to travel in train and move out of the city, probably beacause I grew up in countryside and hate the city life",leisure
My girlfriend presented me with a very alluring idea for a vacation that we are now considering taking.,affection
"I wrote an ebook called A Life for a Purse and put it on Amazon.  I was told, by my family, that no one cared about my writing.  To see that random strangers are buying my ebook makes me happy.  Another person brought my ebook and it made me happy.  I just wish that I could get a review.  ",achievement
My son took a long nap that allowed me to get a lot of yard work done this afternoon.,affection
My fiance and I started looking for houses online so we can move in the next couple months.,affection
I went to the doctor today for a checkup.  I was very pleased to find that nothing is wrong.,achievement
"I was able to go see a friend, we flew our drones. ",bonding
"""Whatever makes you happy a I'm for it,"" he said with a sigh.
",affection
I did some deep analysis that turned out almost completely correct.,achievement
When I share a heart felt moment of joy and laughter with my family and friends. ,affection
I went out with my boyfriend to eat Coldstone ice-cream. ,affection
I got to go to lunch with my wife and daughter and it was paid for.,affection
I was able to get a name I really wanted in a videogame called League of Legends.,leisure
I found out that I don't have to go to work tomorrow ,enjoy_the_moment
I thought of a way to improve the novella I'm writing.,achievement
I write for a living and today i finished a really big section of a thing i've been working on. It's great. And the sense of acomplishment is very rewarding and made me happy.,achievement
It made me happy to watch the movie Wolverine Origins again today.,enjoy_the_moment
The day my niece graduated Kindergarden.,affection
"It's never about the place. It's about the people you spend time with. I have never been much happier. Whenever I went to Tirupati and was traveling back to Bangalore, I felt like I had failed my most important exam, maybe I was missing a train. I cried like a small baby every time I left that place. This time it was different, this time I was happy. I was myself, my true self. Peace!",enjoy_the_moment
I was able to see my friend before he went off on a cruise ship.,bonding
I started getting into fountain pens. So I started searching for one that I liked. It took me a long time to learn brands and classifications of different pens. I got to the point where there was end in sight. After seeing what must have been more than ten dozen pens. By some luck I put a video that showcased a pen that I liked and fit my budget. It made me happy since the search was over.,achievement
My new coworkers like working with me. ,bonding
Laughing so hard when telling a story I can barely make it to the end.When Iave finished a really good book and I just put it down on my lap and stare into space for a couple minutes because I need to collect myself and return to reality.,enjoy_the_moment
"I had a lot of work yesterday, so that meant lots of money.  ",achievement
I had a good day at mturk yesterday.,enjoy_the_moment
i got an a on an essay that i had to write,achievement
I had lunch with a former co-worker last week. It was great to catch up because we don't get to chat as much as we used to when we were working together. I had a fun time.,bonding
My youngest granddaughter woke up from her nap and I went upstairs to get her and she smiled at me when I came through the door.,affection
"My dog's cancer screening came back as a level 1 soft tissue sarcoma instead of anything worse, which was the best prognosis for which I could hope.",affection
Listeining a certain song when goes on the long drive in the car and feeling very blissful on that line how much fun I'm having,enjoy_the_moment
Getting central air installed in my house last week.,achievement
"For the first time in about 6 months, I drovet to my tea shop and bought 4 oz of Kenilworth Ceylon tea.",achievement
My daughter who is only 5 years old had been playing around in the park. All of a sudden she stopped playing and ran to me to give me a hug and then again she ran away and started playing.,affection
I ate delicious rice pudding,enjoy_the_moment
"My grandmother recently was placed in a nursing home because of Alzheimer disease, while this has been hard on my family we have been discussing old stories which haven't been told in some time and enjoying a good laugh together.",affection
"I got off work five minutes earlier than i usually do, and my commute was perfect.",achievement
The rain cleaned off all the dead Bermuda grass from my lawn and put it down at end of fence corner.  I was able to rake it all off and put it in the mulch bin.,achievement
I worked with my neighbors to fix up my building.,achievement
last month i spend my time travelling to three famous temples which made me  happy,leisure
i moved into my new home this made me super happy that my son can go outside and play in his yard without worries of other kids coming messing with his things,affection
I got a promotion in my work,achievement
Woke up early and performed pilates exercise routine.,exercise
Went out to lunch with an old friend.,bonding
I decided to close my costume shop and focus on selling my artwork instead.,achievement
My daughters went out to a late lunch with me.,affection
When my friend meet me today with expensive gift for me,bonding
Hanging out with my friend made me happy.,bonding
"Yesterday, I was able to enjoy sitting in my son's new screened porch.",affection
I enjoyed a wonderful dinner out with my sister and mother. ,affection
My baby started to take her first steps.,affection
"The commander of our police station gave me a ""challenge coin"" for my extra work at the police department. ",achievement
BEFORE I WEEK SO VERY HAPPY MOMENT FOR LIFE . BECAUSE PASSED IN TYPE WRITING EXAM.,achievement
My boyfriend came home from work with one of our favorite pizzas.,affection
I purchased a Air Cooler for my Office to work with a cool mind,achievement
My son scored his first soccer goal. ,affection
Talked to my mum about things when I was small,affection
I watched my niece and nephew for a weekend. One night when I tucked them into bed my niece wanted hugs and kisses over and over again. Usually she gives me one of each and goes to bed. After three huge hugs and kisses she told me that she loves me so so much and couldn't wait to see me in the morning. As I was leaving her room she told me she had one more question. When I asked her what it was she said I love you so much! I couldn't help but smile for the rest of the night.,affection
When I was told my medical lab results were normal I felt very relieved contentment that was certainly happiness. ,achievement
I found a new job.,achievement
last month my wife told to me she become pregnant. so i am really happy to heart that all day.,affection
Last month I took my first road trip on my motorcycle. I was super excited and very happy. ,enjoy_the_moment
"last Saturday evening, my family members went for a meal in an Indian restaurant.after that watching movie so enjoy a nice day with my family members.",affection
"One thing that made me happy was the recent cooler weather that has been present in my area, because earlier this week, it was extremely hot, and it was just really unpleasant, so I felt like I could appreciate something I usually take for granted.",nature
I got to catch up on all the backlog at work I've had over the weekend.,achievement
I watched a YouTube video by the channel CowChop.,leisure
That I finally paid off my hospital bills!,achievement
I feel happy because am in the promotion list.,achievement
My co-worker bought me lunch and we talked about the NBA playoffs.,bonding
My mother brought home pizza for dinner.,affection
My daughter speaks very sweet with me.,affection
I had a lot of fun learning to draw something.,enjoy_the_moment
I was recently promoted to a managerial position at the Startup App I work for. I work with a lot of older people and stepping up to shift lead meant a lot for my confidence. I felt ecstatic my work was being appreciated. ,achievement
"I sat on the porch and read a book, which made me happy because I don't get to do that a lot. ",leisure
I was able to work my way through school and managed to save up enough to have a vacation to the bahamas,achievement
I nailed down plans with my grandparents to come camp at their place for a week in July with my husband,affection
I decided to quit drinking and so far it has made me happy.,achievement
I got to spend time with a lot of old friends for an entire day.,bonding
"I learned that I had met, in fact, exceeded my goal of lowering my cholesterol by controlling my diet. ",achievement
I watched a basket ball game and my team was winning.,leisure
I saw a movie at the theater.,leisure
"Trying hard to find the mobile when it is in non vibrating silent mode, i searching the phone all around in my house, but, kept in my pocket. At that time, all the members of my family looked me and started to laugh.",affection
I finished the actual test in question 1.,achievement
"I received an ""A"" in my Introductory Screenwriting course here at the University of Chicago.",achievement
I received a promotion at work and have a new job title.,achievement
"I got some time to myself to sit, cross stitch, and then read.",leisure
I went on a pub crawl with a good friend I hadn't really been out in months and we had a really good time.,bonding
My boyfriend finally made an appointment with his doctor to get on ADD medication which will help him focus better at work and home. ,affection
I went to work and put candy into eggs for our easter egg hunt  with the children next week.  It was fun listening to music and stuffing eggs.,enjoy_the_moment
I received an unexpected text from a man that I like. ,affection
 My wife and I booked a hotel for next week for a couple night getaway. ,affection
Writing what makes me happy has forced me to focus on the better aspect of my life.,enjoy_the_moment
I was able to fix a problem in my house that saved me a lot of money.,achievement
I went to church for the first time in a while.,achievement
I was watching a funny movie.,enjoy_the_moment
I had an ultra sound and everything was good,enjoy_the_moment
My mother is recovering from cancer illness.,affection
I am watching the Blacklist,leisure
i went shopping for myself,leisure
i was working on a problem from the morning when i found the solution for the problem i was very happy there is no words to describe my feelings,achievement
MY BEST FRIEND BITHDAY PARTY,bonding
I was able to pick out a dog to purchase for my birthday and set up a payment plan for my new puppy. ,affection
I went on a date with a guy that I really liked.,affection
I got to hang out with friends for a night.,bonding
petting my cat,affection
After diner I had a nice family walk with my child and wife,affection
My neighbor and I had a small get together a few weekends ago.,bonding
I am elected Women's Missionary Council President in my church. ,achievement
I met some new people at a party and we became friends.,bonding
I discovered that the third season of Rick and Morty finally came out Saturday so I could watch it today.,leisure
"The most happiest moment i still recognize when i came back from the first day of my school, i was so excited and happy to attend my classes and meet with new friends. when i return back to my home. i saw my dad were waiting for me with a glass of juice and that moment made me feel so 
special so i enjoyed a lot and felt the most happiest moment of my life.",enjoy_the_moment
My sons father is doing very well in school,achievement
When I get a bunch of orders for my small business. ,achievement
I finally got a referral for an ENT to try to get some relief!,achievement
I sold my table.,achievement
I went to a book club meeting with friends.,bonding
I was given a free dessert at a restaurant.,enjoy_the_moment
I found a spare oil filter and didn't have to buy one. ,enjoy_the_moment
"Trying hard to find the find the mobile when it in non-vibrating silent mode, I searching the phone all round in my house, but I kept in my pocket. At that time, all the members of my family looked me and started to laugh.",affection
I finaly found out why the DMV hasnt sent my license plates,achievement
I lost weight.,achievement
I WEND TO MOVIE,leisure
I edged my yard after cutting the grass and it looks good.,achievement
Went for a jog.,exercise
I interviewed at a company that I really want to work at. ,achievement
I was happy when the season finale of my favorite show was on.,enjoy_the_moment
I started humming Learn to Fly to myself just now.,achievement
"I got to have some pizza, which is my favorite food.",leisure
I ran into an old friend on the train this morning and we cauhgt up and made plans to hang out!,bonding
I kissed my girlfriend today,affection
I received a special assignment at work for being an outstanding worker. ,achievement
I live in a big house with my wife and her brother. We all have different personalities and sometime we don't all get along so well. I feel the two of them are very defensive about anything I do or say so I often stay quiet and avoid them. This morning my brother-in-law woke up early and made breakfast like he does every morning. This time he asked me if I wanted any of the biscuits and gravy that he was making. I was very happy to accept and it make the morning hours so happy sharing a meal with him.,affection
It makes me happy when my daughter hands me a book and sits in my lap to read her a book before bedtime.,affection
"The most happiest momenet I still reckon when I came back from the first day of my school, I was so excited and happy to attend my classes and meet with new friends. when I return back to my home. I saw my dad were waiting for me with a glass of juice and that moment made me feel so special so I enjoyed alot and felt the most happiest moment of my life.",enjoy_the_moment
I got a new job. ,achievement
The day my son was born.,affection
Went to an aquarium and touched a stingray.,enjoy_the_moment
I finished up a week-long project today.,achievement
I GIFTED A GOLD CHAIN TO MY BROTHER BIRTHDAY,affection
Attached a front lip to the bumper of my sports car.,achievement
"During WrestleMania weekend this past April, two of my favorite tag teams wrestled in one of the best matches I have ever seen.",leisure
Me and my husband finally got a new garage. ,affection
I made a very difficult but positive decision regarding my health.,achievement
it's a small world events... This event is about the road trip... Trip was with my family... ,affection
I'm actually adhering to my diet plan.,achievement
I got to see a friend that I have not seen in a very long time.,bonding
My friend live-streamed her excitement over getting a new job.,bonding
"I was able to spend time with a friends pet rabbit which felt nice since it's been a while being around a pet
",bonding
Purchased a Bicycle for exercising and keep my body fit.,exercise
I enjoyed a swim party at my local pool.,leisure
"The moment I receive my long awaited salary via a bank alert, I was so happy.",achievement
We have decided to buy a two wheeler next month.,achievement
I treated myself to ice cream one hot Saturday afternoon.,enjoy_the_moment
I shared this happy moment with my co-workers and gave a treat.  All of them felt very happy.,bonding
I went swimming after working out at the gym.,exercise
I was happy when the google chromecast was delivered home,enjoy_the_moment
My cat got a new play tree that it loves.,affection
Playing a game with my family.,affection
I found out my girlfriend is ordering $100 worth of candy from the internet with her tax return!,affection
When I completed a dungeon level in a video game I was playing.,leisure
I played the best round of golf I've played in years.,achievement
Purchased a washing machine for washing my clothes.,achievement
I spent the day with my wife playing glow in the dark mini golf.,affection
I got to workout without having to worry about working at the same time.,exercise
Taking a bath after a busy day,leisure
Today I figured out a problem at work that I have been trying to solve for weeks.,achievement
I made out with a stranger from the internet.,bonding
enjoy with family,affection
"I built and entertainment cabinet for said room, and it's going to look like a built in cabinet.",achievement
I watched an episode of a TV show I like.,leisure
The University of North Carolina won the national championship in men's basketball.  I have been a fan of the team for over 25 years.  I went to the game this year and was thrilled when they won the game.  I look back at pictures from the games now and still smile.,enjoy_the_moment
I held my baby until she fell asleep.,affection
Planning of my work and organizing it.,achievement
"After a work meeting, my boss sent me a text message telling me what a great job I did at the meeting and saying that I reminded her of why she does this job and thanked me for that. ",achievement
My two sons said that they had the best day ever with me.,affection
I had a cool dream.,enjoy_the_moment
Laughing so hard when telling a story I can barely make it to the end. When I`ve finished a really good book and I just put it down on my lap and stare in to space for a couple minutes because I need to collect my self and return to reality.,enjoy_the_moment
"
when I share a heart felt moment of joy and laughter with my family and friends. 



",affection
I WENT TO MOVIE,leisure
I got to see an ultrasound of my first baby girl. We went in and I knew it was a girl. We found out the gender with my mother and my husband. They took pictures and we discuss her ability to flip and become a gymnast. ,affection
I WENT TO SHOPPINGMALL,leisure
I made delicious soup dumplings.,achievement
"My last day of work is today, and I have the whole summer off. ",enjoy_the_moment
I participated in a local cricket tournament along with my team. We delivered our best. Though we couldn't won the final price the efforts put by me and my team is appreciated by many people. One of the great moment.,achievement
I cleaned my room.,achievement
"My happy event is the time I get to spend with my family. Lately we've been doing a lot of urban exploration. It has been an amazing time, spending time with my children, all while exercising, and exploring historical places around the state we live in. Sharing something that I am passionate about with my children makes me happy. ",affection
After months of fruitless work I finally had a breakthrough in my spiritual studies after reading an incredible book and now I know what I need to do to advance on!,achievement
"While I`m lying down on the sofa, my mother tickle me....I was laughing.",affection
I received a certificate from a computer school. I was very happy because it will help me with my job promotion.,achievement
I am happy because my boyfriend and I already resolved our small conflict.,affection
I worked out and was able to keep up with the entire tape.,achievement
I moved into a new house. ,achievement
Being with my dog.,affection
I saw that you had another one of your hits available which I love as it makes me focus on the happy things in my life!,enjoy_the_moment
all my friends and relative are came to my home for birthday party,bonding
"THE MOST HAPPIEST MOMENT I STILL RECKON WHEN I CAME BACK FROM THE FIRST DAY OF MY SCHOOL, I WAS SO EXCITED AND HAPPY TO ATTEND MY CLASSES AND MEET WITH NEW FRIENDS.  WHEN I RETURN BACK TO MY HOME.  I SAW MY DAD WERE WAITING FOR ME WITH A GLASS OF JUICE AND THAT MOMENT MADE ME FEEL SO SPECIAL SO I ENJOYED A LOT AND FELT THE MOST HAPPIEST MOMENT OF MY LIFE.",enjoy_the_moment
I was able to get most of my work done for the poster presentation.,achievement
"After taking time to get our finances straight, my fiance and I have finally started planning our wedding.",affection
I got a program to work that I have been working on.,achievement
"vi a una amiga hace unos dias que hacia meses que no veia, eso me emociono.",bonding
"I was happy when we built our first house. Most of my married life, we lived in apartments. We decided to build a house and were able to design it and it was a very happy feeling. ",achievement
"It was happened when I was in middle school. It was a beautiful sunny day. I used to go to school at 8 and my school started at 8:30. When school started we learned our lessons. The break time was 10:00. So at the break time we ate our lunch in our class. That day my lunch was very delicious, so I ate very fast. After having lunch I went to the cafeteria as usual with my friends. Our school cafeteria was vey popular and its was famous for it coffee. Just across from the cafeteria the smell of coffee made us want to drink.

As we were close friends, we enjoyed making jokes together. We always teased each other while we are in the way. We all were 5 together; Ye Nandi is tall and slim girl, Aye Myat Khine is very small girl like a Thumbelina, Sett Lett Kg is a beautiful girl, May Chen is a cute girl, and I. On that day May Chen teased me all that way to the cafeteria. She still teasing me when we got to the cafeteria. When we got there we bought some snacks and drinks for us and looked around the cafeteria. We chatted with the other friends also. At that time the thing I had never expected to me. That was my friend, May Chen, teased me again and unfortunately my Longyi fall down. Longyi is our traditional skirt. The cloth is often sewn into a cylindrical shape. It is worn around the waist, running to the feet. It is held in place by folding fabric over, without a knot. It is also sometimes folded up to the knee for comfort. Similar garments are found in India, Bangladesh, Sri Lanka, the Malay Archipelago, and Juiz de Fora. Everyone was looking at me and laughing at me. At that time I don't know what I have to do. My face was red like a tomato because of my shyness. So I picked up my Longyi and dressed up my self and run straight to the class and cried a lot.",bonding
I visited my aunt and uncle in Arkansas this week. They are my favorites and recalling the happy memories made me happy today.,affection
"The sun was shining, so I sat outside and read my book.",leisure
On Monday I completed a difficult task at work without needing any help or guidance.,achievement
I took a flight to visit friends and it was pleasant and didn't have turbulence,bonding
MY DAD GOT JOB OPPORTUNITY IN FOREIGN COUNTRY SO I FELT VERY HAPPY FOR HIM.,affection
I WENT TO MOVIE,leisure
I saw my payment from a job had posted which allows me to make a purchase I've been wanting.,achievement
I found a really good deal on a jar of expensive nuts.,achievement
"I went on a date the other night and it went really well, she was super cute!",affection
My daughter who was born premature had complications initially with her lungs. When she was first born they didn't think she would survive due to her lungs being so underdeveloped. A month and a half ago she was cleared to come off of nasal oxygen and is breathing all on her own now. This was never a sure thing and its amazing to see her make so much progress.,affection
My business sold lots of cars,achievement
I went to a local pizza place with my brother.  We ordered a pizza and soda then I walked back home.,affection
"I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy. ",affection
My students showed me a new game to review with and we all enjoyed it!,bonding
when my family going to tour for fun,affection
The weather is so nice I was able to open the windows and air out my house.,nature
My best friend got married to the woman of his dreams.,bonding
I went cruising on the highway with my girlfriend today for fun.,affection
Going shopping with my family.,affection
I was quite happy when I found a dollar bill on the ground,enjoy_the_moment
I got word from my friend that her daughter is safe. Her daughter is in England where the terrorist attack occurred. I'm relieved and happy that she's okay.,bonding
"WHEN SOMEBODY COMPLIMENTS ME SINCERELY ON MY WORK, I FELT PROUD AND SUCCESSFUL.",achievement
My best friend invited me to lunch tomorrow,bonding
"When I was buying groceries, the cashier told me that she loved my outfit.",enjoy_the_moment
Buying a new shirt,achievement
